StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.2,Q2.4,Q2.5_First Click,Q2.5_Last Click,Q2.5_Page Submit,Q2.5_Click Count,Q5.2,Q5.3,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7_First Click,Q6.7_Last Click,Q6.7_Page Submit,Q6.7_Click Count,Q7.2,Q7.3,Q8.2,Q8.3,Q8.4,Q8.5,Q8.6,Q8.7_First Click,Q8.7_Last Click,Q8.7_Page Submit,Q8.7_Click Count,Q9.2,Q9.3,Q10.2,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7_First Click,Q10.7_Last Click,Q10.7_Page Submit,Q10.7_Click Count,Q11.2,Q11.3,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7_First Click,Q12.7_Last Click,Q12.7_Page Submit,Q12.7_Click Count,QT.1,QT.2,QT.3,QT.4,QS.1,QS.2,QS.3,QS.4,QS.5,QS.6,QS.7,QS.8,QU.1,QU.2,QU.3,QU.4,QU.5,QU.6,QU.7,QU.8,QA.1,QA.2,QA.3,QA.4,PROLIFIC_PID,SESSION_ID,STUDY_ID
2023-03-13 10:47:30,2023-03-13 11:03:11,IP Address,92.243.44.82,100,941,True,2023-03-13 11:03:12,R_3gUtKan9WsTeL6V,,,,,48.2324,16.3518,anonymous,EN,To prove that a judgement is fair.,Comparing a prisoner's information with prior observations.,70.253,173.264,174.48,2,Medium risk,Somewhat agree,"Gender,Number of previous arrest,Description of the charge,The degree of the charge",Somewhat agree,Neither agree nor disagree,High risk,Somewhat agree,13.257,50.584,51.493,8,Medium risk,Somewhat agree,"Age,Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest,Description of the charge",Neither agree nor disagree,Neither agree nor disagree,Low risk,Neither agree nor disagree,23.409,42.904,43.891,9,Medium risk,Somewhat agree,"Gender,Number of previous arrest,Description of the charge",Somewhat agree,Somewhat agree,Medium risk,Somewhat agree,58.587,92.549,93.402,7,Low risk,Neither agree nor disagree,"Age,Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest,Description of the charge",Somewhat agree,Somewhat agree,Low risk,Somewhat agree,10.933,40.728,42.352,9,4,5,3,3,I agree somewhat,I disagree somewhat,I disagree somewhat,I disagree somewhat,I'm neutral about it,I disagree somewhat,I disagree somewhat,I disagree somewhat,I disagree somewhat,I'm neutral about it,I disagree somewhat,I disagree somewhat,I agree somewhat,I disagree somewhat,I agree somewhat,I agree somewhat,little bit stereotypical i would say,"i think given are too less information, plus I believe psychologists and sociologists need to work on such situations rather than predicting with such tool",Neither agree nor disagree,Neither agree nor disagree,5ff37e3de6b2819b05a8808a,640f5399a61cd2f0960d0d9d,63dce06aec9a4e8b3d830b47
2023-03-13 10:52:05,2023-03-13 11:04:34,IP Address,102.66.160.110,100,749,True,2023-03-13 11:04:35,R_1pPBpQ75Avnfa5s,,,,,-25.4635,30.9624,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,34.035,125.667,137.232,3,High risk,Somewhat agree,"Gender,Number of juvenile major offenses",Somewhat agree,Somewhat agree,High risk,Somewhat agree,3.019,26.912,28.037,10,Low risk,Somewhat agree,"Age,Number of juvenile major offenses",Somewhat agree,Somewhat disagree,Low risk,Somewhat agree,4.684,30.732,31.492,9,Medium risk,Somewhat agree,"Gender,Race,Number of juvenile major offenses",Somewhat agree,Strongly agree,Medium risk,Somewhat agree,9.843,36.074,37.04,10,Low risk,Somewhat agree,"Race,Number of juvenile major offenses",Somewhat agree,Somewhat agree,Low risk,Somewhat agree,8.714,28.057,28.8,9,6,5,5,6,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,"it predicts based on previous offences, gender, age, race ",i think it is hard to predict how a person may act because people do and can change so i think all was good with the explanation because the best predictor of future behaviour is past behavour,Agree,Agree,5fe226e3b91fb2d6d05a9859,640f54a7e3e068292a96549b,63dce06aec9a4e8b3d830b47
2023-03-13 10:50:12,2023-03-13 11:04:44,IP Address,187.189.0.104,100,871,True,2023-03-13 11:04:45,R_R2dkll3MaO9yWAx,,,,,20.975,-89.6128,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,29.489,87.004,110.219,2,Medium risk,Somewhat disagree,"Age,Number of previous arrest",Somewhat agree,Strongly disagree,Medium risk,Somewhat agree,10.78,38.155,38.979,7,No risk,Somewhat agree,"Number of juvenile major offenses,Number of previous arrest,Description of the charge",Strongly agree,Somewhat disagree,No risk,Strongly agree,85.481,134.617,135.401,10,Medium risk,Somewhat agree,Number of previous arrest,Strongly agree,Somewhat disagree,Low risk,Neither agree nor disagree,12.214,37.301,38.914,5,Low risk,Somewhat agree,"Age,Number of juvenile major offenses,Number of previous arrest",Somewhat agree,Somewhat disagree,Low risk,Somewhat agree,16.268,50.055,50.916,7,1. I do not trust it at all.,5,3,4,I agree strongly,I agree somewhat,I agree somewhat,I disagree somewhat,I disagree somewhat,I disagree somewhat,I disagree somewhat,I'm neutral about it,I disagree strongly,I disagree somewhat,I disagree somewhat,I disagree somewhat,I agree somewhat,I agree somewhat,I disagree somewhat,I agree somewhat,"Depending on multiple factors it creates a percentage of likelyhood ",Th explanation was adequate,Agree,Somewhat agree,61075b102c6f9d885cc1f354,640f544167ef6c3a02684fd1,63dce06aec9a4e8b3d830b47
2023-03-13 10:49:23,2023-03-13 11:04:51,IP Address,102.65.79.216,100,928,True,2023-03-13 11:04:52,R_6Xp8FfS5TY5AQrT,,,,,-25.7599,28.2604,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,50.114,140.371,144.016,2,High risk,Somewhat agree,"Age,Number of previous arrest",Somewhat agree,Somewhat agree,High risk,Somewhat agree,21.702,34.473,35.753,6,No risk,Somewhat agree,"Number of juvenile minor offenses,Number of previous arrest,Description of the charge",Somewhat agree,Somewhat agree,No risk,Somewhat agree,13.996,32.801,33.477,11,Medium risk,Somewhat agree,"Race,Number of previous arrest,Description of the charge",Somewhat agree,Somewhat agree,Medium risk,Somewhat agree,47.2,97.521,98.55,9,Low risk,Somewhat agree,"Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest,Description of the charge",Somewhat agree,Strongly agree,Low risk,Somewhat agree,29.704,74.458,75.687,10,6,2,6,6,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,based on the prisoners history.,"what was good was the explanation of the AI. There was nothing bad. ",Agree,Agree,610f00fc307ab3cebeada32c,640f53db0793c72863b65a0b,63dce06aec9a4e8b3d830b47
2023-03-13 10:48:23,2023-03-13 11:04:58,IP Address,89.64.57.78,100,995,True,2023-03-13 11:04:59,R_24Ot0Ee1nASKwuX,,,,,50.0585,19.9342,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,72.194,127.793,137.606,2,Medium risk,Somewhat agree,"Number of  juvenile minor offenses,Number of previous arrest,Description of the charge",Somewhat agree,Neither agree nor disagree,Medium risk,Somewhat agree,51.316,104.752,105.544,7,Low risk,Somewhat agree,"Number of juvenile minor offenses,Number of previous arrest,Description of the charge",Somewhat agree,Neither agree nor disagree,Low risk,Neither agree nor disagree,8.721,24.318,25.332,9,High risk,Somewhat agree,"Number of previous arrest,Description of the charge,The degree of the charge",Somewhat agree,Somewhat agree,Medium risk,Somewhat agree,15.255,52.266,53.535,8,Low risk,Neither agree nor disagree,"Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest",Somewhat agree,Somewhat agree,Low risk,Somewhat agree,21.52,32.803,33.712,7,5,4,5,4,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I'm neutral about it,I'm neutral about it,I agree somewhat,I agree somewhat,"i think the predictions are good ",it was to short for me the rest was ok,Somewhat agree,Agree,6110f275e5e009469800b734,640f53a345c8f70accf74499,63dce06aec9a4e8b3d830b47
2023-03-13 10:51:22,2023-03-13 11:06:09,IP Address,41.216.201.144,100,886,True,2023-03-13 11:06:09,R_21aCEO9zSjFcSWR,,,,,-26.3811,27.8376,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,32.384,155.915,157.191,10,Medium risk,Somewhat agree,"Number of  juvenile minor offenses,Number of previous arrest,Description of the charge",Strongly agree,Strongly agree,High risk,Strongly agree,15.922,61.737,62.761,14,Low risk,Strongly agree,"Age,Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest,The degree of the charge",Strongly agree,Strongly agree,No risk,Strongly agree,6.012,57.645,61.955,19,Medium risk,Somewhat agree,"Age,Race,Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Strongly agree,Medium risk,Strongly agree,5.173,36.861,37.937,15,No risk,Strongly agree,"Race,Description of the charge,The degree of the charge",Somewhat agree,Somewhat agree,No risk,Strongly agree,7.376,30.065,31.159,11,7. I trust it completely.,6,7. It is completely reliable.,7. It is completely efficient.,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree somewhat,I agree somewhat,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree somewhat,yes,What was good was that it clearly showed what was needed and what was bad is that some of my of predictions were wrong,Strongly agree,Strongly agree,6102db96d41a4bf54acd678b,640f548187ec78042fe55f2d,63dce06aec9a4e8b3d830b47
2023-03-13 10:51:43,2023-03-13 11:07:00,IP Address,65.99.120.151,100,916,True,2023-03-13 11:07:01,R_2QsJRSs7SpiGNVH,,,,,41.0683,-76.2459,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,20.544,35.729,45.713,2,High risk,Strongly agree,Age,Somewhat agree,Strongly agree,High risk,Strongly agree,7.19,16.332,16.956,5,Low risk,Somewhat agree,Number of previous arrest,Somewhat disagree,Somewhat disagree,Low risk,Strongly agree,32.8,44.752,45.38,6,High risk,Strongly agree,"Number of previous arrest,Description of the charge",Somewhat agree,Strongly disagree,High risk,Strongly agree,24.655,59.519,62.24,12,Medium risk,Strongly agree,"Number of juvenile major offenses,Number of juvenile minor offenses",Somewhat disagree,Strongly disagree,Medium risk,Strongly agree,13.773,35.133,35.766,11,2,2,2,5,I'm neutral about it,I disagree somewhat,I'm neutral about it,I disagree somewhat,I disagree somewhat,I disagree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I'm neutral about it,I disagree somewhat,I agree strongly,I disagree somewhat,I disagree somewhat,I agree somewhat,I'm neutral about it,"The main predictor across all the scenarios was prior arrests. The more prior arrests, the more likely a person was to re-offend according to the ai. The other conditions added to the possibility, but the main condition was amount of prior arrests. ","I don't understand why the other conditions had percentages that didn't seem to match the seriousness of what they were. ",Somewhat agree,Agree,5eea591930ca5f0ddaa75a7f,640f5490faab66e309c7356b,63dce06aec9a4e8b3d830b47
2023-03-13 10:53:17,2023-03-13 11:07:13,IP Address,41.115.101.106,100,836,True,2023-03-13 11:07:14,R_sb9k7y79e6njlgR,,,,,-29.8556,31.0449,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,17.537,109.386,110.201,11,High risk,Strongly agree,"Age,Number of  juvenile minor offenses,Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Strongly agree,High risk,Strongly agree,2.275,41.049,41.801,22,Low risk,Somewhat agree,Number of previous arrest,Somewhat agree,Somewhat agree,No risk,Strongly agree,19.327,111.498,112.197,13,Medium risk,Strongly agree,"Age,Race,Number of previous arrest,Description of the charge",Strongly agree,Strongly agree,Medium risk,Strongly agree,5.621,43.828,44.502,16,No risk,Strongly agree,Description of the charge,Somewhat agree,Strongly agree,Low risk,Somewhat agree,6.928,33.766,34.801,11,5,7. It is completely predictable.,5,4,I agree somewhat,I agree somewhat,I'm neutral about it,I disagree somewhat,I'm neutral about it,I agree somewhat,I'm neutral about it,I disagree somewhat,I agree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I agree strongly,I agree somewhat,I agree strongly,I agree strongly,It predicts the risk factor for a convicted  felon to commit  crime agin,Bad is that it didnt not have the whole picture,Agree,Strongly agree,604bd226587ce0cb9d88c8f6,640f5483b2fa5f58af96546c,63dce06aec9a4e8b3d830b47
2023-03-13 10:51:56,2023-03-13 11:11:02,IP Address,102.182.184.76,100,1145,True,2023-03-13 11:11:02,R_1oBlrrurfgjeM9s,,,,,-33.914,18.4129,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,37.451,89.484,94.665,2,High risk,Strongly agree,"Age,Number of previous arrest",Somewhat agree,Somewhat agree,High risk,Strongly agree,9.442,69.316,69.722,9,Low risk,Strongly agree,Number of previous arrest,Strongly disagree,Somewhat disagree,Low risk,Strongly agree,11.019,35.766,36.518,5,Medium risk,Strongly agree,Number of previous arrest,Strongly agree,Strongly agree,Medium risk,Strongly agree,16.125,27.653,28.858,5,High risk,Strongly agree,Number of previous arrest,Strongly agree,Strongly disagree,High risk,Strongly agree,21.322,47.846,48.96,8,2,5,3,3,I agree somewhat,I disagree somewhat,I disagree strongly,I disagree strongly,I disagree strongly,I agree somewhat,I disagree strongly,I agree strongly,I disagree strongly,I disagree strongly,I disagree somewhat,I agree somewhat,I disagree somewhat,I disagree somewhat,I disagree somewhat,I agree somewhat,"It uses information of the individual and uses information like age, previous asssault and number of arrests to determine if the person if a risk or not.",Everything was bad in the explanation. It wouldve been nice to have a more detailed explanation of how the Ai reaches its conclusions.,Strongly agree,Strongly agree,6165d25922529904e5d7267d,640f54a99b227ee3447b171f,63dce06aec9a4e8b3d830b47
2023-03-13 10:50:38,2023-03-13 11:14:56,IP Address,149.90.101.198,100,1458,True,2023-03-13 11:14:57,R_3oNrFOgP1UexB1A,,,,,41.1384,-8.6168,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,10.661,645.555,649.543,13,High risk,Strongly agree,"Age,Number of  juvenile minor offenses,Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Strongly agree,High risk,Strongly agree,3.967,16.9,17.463,10,Medium risk,Neither agree nor disagree,"Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest,Description of the charge",Somewhat agree,Somewhat disagree,Low risk,Somewhat agree,11.647,25.302,26.436,8,Low risk,Strongly agree,"Age,Number of previous arrest,Description of the charge,The degree of the charge",Somewhat agree,Somewhat agree,Low risk,Somewhat agree,3.067,26.491,27.552,9,Low risk,Somewhat agree,"Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest",Strongly agree,Somewhat agree,Low risk,Strongly agree,20.795,53.978,54.565,7,6,6,5,6,I agree strongly,I agree somewhat,I agree somewhat,I agree somewhat,I agree strongly,I'm neutral about it,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I'm neutral about it,I'm neutral about it,I agree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,"The tool basically calculates prisoner's information and compares it with previous information about different prisoners, based on criterias such as gender, age, number of previous arrests, etc.",Everything seemed simple and it was,Agree,Strongly agree,5bcdce384f22df00010f799d,640f545ce3ffa2f337925867,63dce06aec9a4e8b3d830b47
2023-03-13 10:51:08,2023-03-13 11:15:22,IP Address,41.150.243.253,100,1454,True,2023-03-13 11:15:23,R_2sTNErX5FUD4kAb,,,,,-25.7599,28.2604,anonymous,EN,To indicate the prisoner's charge.,Comparing a prisoner's information with prior observations.,1.369,254.03,255.587,25,High risk,Strongly agree,"Number of  juvenile minor offenses,Number of previous arrest,The degree of the charge",Strongly agree,Strongly agree,High risk,Strongly agree,0.954,36.659,37.104,21,Low risk,Strongly agree,"Age,Number of juvenile minor offenses,Description of the charge",Strongly agree,Strongly agree,Low risk,Strongly agree,0.898,174.888,175.578,36,High risk,Strongly agree,"Number of juvenile major offenses,Description of the charge",Somewhat agree,Strongly agree,Medium risk,Strongly agree,35.816,301.081,301.702,52,Medium risk,Strongly agree,"Number of juvenile major offenses,The degree of the charge",Strongly agree,Strongly agree,Medium risk,Strongly agree,0.91,37.591,38.301,18,7. I trust it completely.,2,7. It is completely reliable.,7. It is completely efficient.,I agree strongly,I agree strongly,I agree somewhat,I agree strongly,I agree somewhat,I agree strongly,I agree somewhat,I disagree strongly,I agree strongly,I'm neutral about it,I agree somewhat,I agree strongly,I agree somewhat,I agree strongly,I agree strongly,I agree strongly,"It uses your history and why you were arrasted ","it says everything in detail from age ",Strongly agree,Agree,6171864099c1a2c267766af5,640f54729c306c72f7e3dd17,63dce06aec9a4e8b3d830b47
2023-03-13 10:48:39,2023-03-13 11:30:48,IP Address,41.13.198.116,100,2528,True,2023-03-13 11:30:49,R_PwbHsIKWyEdcKbL,,,,,-34.0486,18.4811,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,9.278,214.315,216.86,29,High risk,Strongly agree,"Number of juvenile major offenses,Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Somewhat agree,High risk,Strongly agree,34.235,159.246,160.541,25,Low risk,Somewhat agree,"Number of juvenile major offenses,Number of juvenile minor offenses,Description of the charge",Somewhat agree,Neither agree nor disagree,Low risk,Somewhat agree,12.466,48.731,49.503,16,Medium risk,Somewhat agree,"Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Somewhat agree,Medium risk,Strongly agree,1.289,19.859,20.856,17,Low risk,Strongly agree,"Number of juvenile major offenses,Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Strongly agree,Low risk,Strongly agree,4.665,85.388,86.229,22,5,5,5,5,I agree somewhat,I agree strongly,I agree somewhat,I agree strongly,I agree strongly,I'm neutral about it,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I'm neutral about it,I agree somewhat,I agree somewhat,I agree somewhat,I agree strongly,I agree strongly,"The IA looks at the persons previous charges and present and determine how serious they are and if those charges show a behaviour that this particular person can commit another crime ",The good thing about this explaination is that it doesn’t consider the information of one’s family history like they’re ethnic but the bad thing is most of AI are bias towards women or black people,Agree,Strongly agree,60e3511ea8d014f46e3c5843,640f53dd7db727d05321f424,63dce06aec9a4e8b3d830b47
2023-03-13 11:43:25,2023-03-13 11:50:03,IP Address,86.15.245.211,100,398,True,2023-03-13 11:50:04,R_bpZVGO9YxbunvkB,,,,,50.7018,-3.5347,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,16.691,30.927,31.401,2,High risk,Strongly agree,"Age,Number of previous arrest",Strongly agree,Strongly agree,High risk,Strongly agree,13.94,19.575,20.467,6,Low risk,Somewhat agree,"Number of juvenile minor offenses,Number of previous arrest,Description of the charge",Somewhat agree,Neither agree nor disagree,Low risk,Neither agree nor disagree,17.345,53.867,54.824,8,Medium risk,Somewhat agree,Number of previous arrest,Strongly agree,Strongly agree,Medium risk,Strongly agree,3.299,13.92,14.536,5,Low risk,Somewhat agree,Number of previous arrest,Strongly agree,Strongly agree,Low risk,Strongly agree,4.311,12.597,13.226,7,5,6,5,6,I agree somewhat,I agree somewhat,I disagree somewhat,I disagree somewhat,I'm neutral about it,I agree somewhat,I disagree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I agree somewhat,I disagree somewhat,I agree somewhat,I agree somewhat,I agree strongly,I'm neutral about it,Uses available data points to compare with a dataset of previous observations. This allows the program to establish a recidivism risk classification roughly in line with what a person only looking at the data would say,Good explanation of general algorithm. Could do with better explanation of confidence levels,Agree,Strongly agree,63d3fa5f9ca6d38022920258,640f60b0bb3e819abde9a2dc,63dce06aec9a4e8b3d830b47
2023-03-13 11:43:53,2023-03-13 11:51:08,IP Address,187.190.154.123,100,434,True,2023-03-13 11:51:08,R_2TLDI8xHp0tKDzm,,,,,19.3458,-99.088,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,3.024,81.545,82.2,10,High risk,Somewhat agree,"Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Strongly agree,High risk,Strongly agree,0.357,11.34,11.994,16,Medium risk,Neither agree nor disagree,"Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Strongly agree,No risk,Strongly agree,0.907,11.168,11.688,15,Medium risk,Somewhat agree,"Number of previous arrest,Description of the charge,The degree of the charge",Somewhat agree,Strongly agree,Medium risk,Strongly agree,0.881,47.363,47.992,22,Low risk,Somewhat agree,"Number of previous arrest,Description of the charge,The degree of the charge",Strongly agree,Strongly agree,Low risk,Strongly agree,0.797,14.601,15.185,14,7. I trust it completely.,7. It is completely predictable.,7. It is completely reliable.,7. It is completely efficient.,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree strongly,I agree somewhat,I agree strongly,I agree somewhat,I agree strongly,I agree strongly,I agree strongly,"Based on the records ",Everything was ok,Strongly agree,Strongly agree,613a6c93c8ecb9b626ac35a2,640f60b08c0ae63bcb21f3c4,63dce06aec9a4e8b3d830b47
2023-03-13 11:43:21,2023-03-13 11:57:55,IP Address,93.37.168.40,100,874,True,2023-03-13 11:57:56,R_25yciVxrv5OBLO5,,,,,40.867,14.2385,anonymous,EN,Help the judge decide whether to release a prisoner.,Comparing a prisoner's information with prior observations.,35.396,319.034,324.973,26,High risk,Somewhat agree,"Number of  juvenile minor offenses,Number of previous arrest,The degree of the charge",Strongly agree,Strongly agree,High risk,Strongly agree,5.042,27.818,28.36,22,Low risk,Somewhat agree,"Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest",Somewhat agree,Somewhat agree,No risk,Somewhat agree,1.015,20.838,21.104,17,Low risk,Strongly agree,"Number of previous arrest,Description of the charge,The degree of the charge",Somewhat agree,Somewhat agree,Medium risk,Somewhat agree,6.767,38.196,38.506,28,Low risk,Somewhat agree,"Number of juvenile major offenses,Number of juvenile minor offenses,Number of previous arrest",Strongly agree,Strongly agree,Low risk,Strongly agree,8.061,43.327,43.703,18,6,6,6,6,I agree strongly,I agree strongly,I agree somewhat,I agree strongly,I agree somewhat,I agree somewhat,I agree somewhat,I agree strongly,I agree somewhat,I agree strongly,I agree somewhat,I agree strongly,I agree strongly,I agree somewhat,I agree strongly,I agree strongly,"Consider data such as age, number of arrests, type of crime etc, and compare with data from other prisoners to calculate the degree of Reoffending.",All is ok,Agree,Agree,5a541218eedc32000142254b,640f60af41ad4f5eeff1e817,63dce06aec9a4e8b3d830b47
